,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist,Player,Penalty
932,11_12,LaLiga,30,2012-03-24,Away,FC Barcelona,RCD Mallorca,0:2,CF,25,00:01,Direct free kick,,Messi,False
933,11_12,LaLiga,31,2012-03-31,Home,FC Barcelona,Athletic Bilbao,2:0,CF,57,02:00,Penalty,,Messi,True
934,11_12,UEFA Champions League,Quarter-Finals,2012-04-03,Home,FC Barcelona,AC Milan,3:1,RW,11,01:00,Penalty,,Messi,True
935,11_12,UEFA Champions League,Quarter-Finals,2012-04-03,Home,FC Barcelona,AC Milan,3:1,RW,42,02:01,Penalty,,Messi,True
936,11_12,LaLiga,32,2012-04-07,Away,FC Barcelona,Real Zaragoza,1:4,CF,39,01:02,Left-footed shot,Alexis Sanchez,Messi,False
937,11_12,LaLiga,32,2012-04-07,Away,FC Barcelona,Real Zaragoza,1:4,CF,86,01:03,Penalty,,Messi,True
938,11_12,LaLiga,33,2012-04-10,Home,FC Barcelona,Getafe CF,4:0,CF,44,02:00,Left-footed shot,Andres Iniesta,Messi,False
939,11_12,LaLiga,34,2012-04-14,Away,FC Barcelona,Levante UD,1:2,CF,64,01:01,Left-footed shot,Alexis Sanchez,Messi,False
940,11_12,LaLiga,34,2012-04-14,Away,FC Barcelona,Levante UD,1:2,CF,73,01:02,Penalty,,Messi,True
941,11_12,LaLiga,36,2012-04-29,Away,FC Barcelona,Rayo Vallecano,0:7,CF,16,00:01,Left-footed shot,Pedro,Messi,False
942,11_12,LaLiga,36,2012-04-29,Away,FC Barcelona,Rayo Vallecano,0:7,CF,88,00:07,Left-footed shot,Pedro,Messi,False
943,11_12,LaLiga,20,2012-05-02,Home,FC Barcelona,Malaga CF,4:1,CF,34,02:01,Penalty,,Messi,True
944,11_12,LaLiga,20,2012-05-02,Home,FC Barcelona,Malaga CF,4:1,CF,60,03:01,Penalty,,Messi,True
945,11_12,LaLiga,20,2012-05-02,Home,FC Barcelona,Malaga CF,4:1,CF,63,04:01,Left-footed shot,Andres Iniesta,Messi,False
946,11_12,LaLiga,37,2012-05-05,Home,FC Barcelona,RCD Espanyol Barcelona,4:0,CF,11,01:00,Direct free kick,,Messi,False
947,11_12,LaLiga,37,2012-05-05,Home,FC Barcelona,RCD Espanyol Barcelona,4:0,CF,63,02:00,Penalty,,Messi,True
948,11_12,LaLiga,37,2012-05-05,Home,FC Barcelona,RCD Espanyol Barcelona,4:0,CF,73,03:00,Left-footed shot,Adriano,Messi,False
949,11_12,LaLiga,37,2012-05-05,Home,FC Barcelona,RCD Espanyol Barcelona,4:0,CF,78,04:00,Penalty,,Messi,True
950,11_12,Copa del Rey,Final,2012-05-25,Home,FC Barcelona,Athletic Bilbao,3:0,CF,20,02:00,Right-footed shot,Andres Iniesta,Messi,False
951,12_13,LaLiga,1,2012-08-19,Home,FC Barcelona,Real Sociedad,5:1,CF,10,02:01,Left-footed shot,Pedro,Messi,False
952,12_13,LaLiga,1,2012-08-19,Home,FC Barcelona,Real Sociedad,5:1,CF,15,03:01,Left-footed shot,Cristian Tello,Messi,False
953,12_13,Supercopa,final,2012-08-23,Home,FC Barcelona,Real Madrid,3:2,CF,60,02:01,Penalty,,Messi,True
954,12_13,LaLiga,2,2012-08-26,Away,FC Barcelona,CA Osasuna,1:2,CF,74,01:01,Left-footed shot,Alexis Sanchez,Messi,False
955,12_13,LaLiga,2,2012-08-26,Away,FC Barcelona,CA Osasuna,1:2,CF,79,01:02,Left-footed shot,Jordi Alba,Messi,False
956,12_13,Supercopa,final,2012-08-29,Away,FC Barcelona,Real Madrid,2:1,CF,45,02:01,Direct free kick,,Messi,False
957,12_13,LaLiga,4,2012-09-15,Away,FC Barcelona,Getafe CF,1:4,CF,74,00:02,Penalty,,Messi,True
958,12_13,LaLiga,4,2012-09-15,Away,FC Barcelona,Getafe CF,1:4,CF,78,00:03,Left-footed shot,Pedro,Messi,False
959,12_13,UEFA Champions League,Group Stage,2012-09-19,Home,FC Barcelona,Spartak Moscow,3:2,CF,71,02:02,Left-footed shot,Cristian Tello,Messi,False
960,12_13,UEFA Champions League,Group Stage,2012-09-19,Home,FC Barcelona,Spartak Moscow,3:2,CF,80,03:02,Header,Alexis Sanchez,Messi,False
961,12_13,LaLiga,7,2012-10-07,Home,FC Barcelona,Real Madrid,2:2,CF,31,01:01,Left-footed shot,,Messi,False
962,12_13,LaLiga,7,2012-10-07,Home,FC Barcelona,Real Madrid,2:2,CF,60,02:01,Direct free kick,,Messi,False
963,12_13,LaLiga,8,2012-10-20,Away,FC Barcelona,Deportivo de La Coruaa,4:5,CF,17,00:03,Left-footed shot,Cesc Fabregas,Messi,False
964,12_13,LaLiga,8,2012-10-20,Away,FC Barcelona,Deportivo de La Coruaa,4:5,CF,43,02:04,Left-footed shot,Cesc Fabregas,Messi,False
965,12_13,LaLiga,8,2012-10-20,Away,FC Barcelona,Deportivo de La Coruaa,4:5,CF,76,03:05,Left-footed shot,Xavi,Messi,False
966,12_13,LaLiga,9,2012-10-27,Away,FC Barcelona,Rayo Vallecano,0:5,CF,48,00:02,Left-footed shot,Marta Montoya,Messi,False
967,12_13,LaLiga,9,2012-10-27,Away,FC Barcelona,Rayo Vallecano,0:5,CF,89,00:05,Right-footed shot,Cesc Fabregas,Messi,False
968,12_13,UEFA Champions League,Group Stage,2012-11-07,Away,FC Barcelona,Celtic FC,2:1,CF,90+1,02:01,Tap-in,,Messi,False
969,12_13,LaLiga,11,2012-11-11,Away,FC Barcelona,RCD Mallorca,2:4,CF,43,00:02,Left-footed shot,Sergio Busquets,Messi,False
970,12_13,LaLiga,11,2012-11-11,Away,FC Barcelona,RCD Mallorca,2:4,CF,70,02:04,Left-footed shot,Alexis Sanchez,Messi,False
971,12_13,LaLiga,12,2012-11-17,Home,FC Barcelona,Real Zaragoza,3:1,CF,15,01:00,Left-footed shot,Jordi Alba,Messi,False
972,12_13,LaLiga,12,2012-11-17,Home,FC Barcelona,Real Zaragoza,3:1,CF,60,03:01,Left-footed shot,Marta Montoya,Messi,False
973,12_13,UEFA Champions League,Group Stage,2012-11-20,Away,FC Barcelona,Spartak Moscow,0:3,CF,27,00:02,Right-footed shot,,Messi,False
974,12_13,UEFA Champions League,Group Stage,2012-11-20,Away,FC Barcelona,Spartak Moscow,0:3,CF,39,00:03,Left-footed shot,Pedro,Messi,False
975,12_13,LaLiga,13,2012-11-25,Away,FC Barcelona,Levante UD,0:4,CF,46,00:01,Left-footed shot,Andres Iniesta,Messi,False
976,12_13,LaLiga,13,2012-11-25,Away,FC Barcelona,Levante UD,0:4,CF,51,00:02,Left-footed shot,Andres Iniesta,Messi,False
977,12_13,LaLiga,14,2012-12-01,Home,FC Barcelona,Athletic Bilbao,5:1,CF,24,02:00,Left-footed shot,Xavi,Messi,False
978,12_13,LaLiga,14,2012-12-01,Home,FC Barcelona,Athletic Bilbao,5:1,CF,69,05:01,Right-footed shot,Pedro,Messi,False
979,12_13,LaLiga,15,2012-12-09,Away,FC Barcelona,Real Betis Balompie,1:2,CF,16,00:01,Left-footed shot,Andres Iniesta,Messi,False
980,12_13,LaLiga,15,2012-12-09,Away,FC Barcelona,Real Betis Balompie,1:2,CF,25,00:02,Left-footed shot,Andres Iniesta,Messi,False
981,12_13,Copa del Rey,last 16,2012-12-12,Away,FC Barcelona,Córdoba CF,0:2,CF,10,00:01,Left-footed shot,David Villa,Messi,False
982,12_13,Copa del Rey,last 16,2012-12-12,Away,FC Barcelona,Córdoba CF,0:2,CF,73,00:02,Left-footed shot,Alexis Sanchez,Messi,False
983,12_13,LaLiga,16,2012-12-16,Home,FC Barcelona,Atletico de Madrid,4:1,CF,58,03:01,Left-footed shot,Alexis Sanchez,Messi,False
984,12_13,LaLiga,16,2012-12-16,Home,FC Barcelona,Atletico de Madrid,4:1,CF,88,04:01,Left-footed shot,,Messi,False
985,12_13,LaLiga,17,2012-12-22,Away,FC Barcelona,Real Valladolid CF,1:3,CF,59,00:02,Left-footed shot,Xavi,Messi,False
986,12_13,LaLiga,18,2013-01-06,Home,FC Barcelona,RCD Espanyol Barcelona,4:0,CF,28,04:00,Penalty,,Messi,True
987,12_13,LaLiga,19,2013-01-13,Away,FC Barcelona,Malaga CF,1:3,CF,26,00:01,Right-footed shot,,Messi,False
988,12_13,Copa del Rey,Quarter-Finals,2013-01-16,Home,FC Barcelona,Malaga CF,2:2,CF,29,01:01,Left-footed shot,,Messi,False
989,12_13,LaLiga,20,2013-01-19,Away,FC Barcelona,Real Sociedad,3:2,CF,6,00:01,Left-footed shot,Andres Iniesta,Messi,False
990,12_13,Copa del Rey,Quarter-Finals,2013-01-24,Away,FC Barcelona,Malaga CF,2:4,CF,79,02:04,Header,Dani Alves,Messi,False
991,12_13,LaLiga,21,2013-01-27,Home,FC Barcelona,CA Osasuna,5:1,CF,11,01:00,Right-footed shot,Xavi,Messi,False
992,12_13,LaLiga,21,2013-01-27,Home,FC Barcelona,CA Osasuna,5:1,CF,28,02:01,Penalty,,Messi,True
993,12_13,LaLiga,21,2013-01-27,Home,FC Barcelona,CA Osasuna,5:1,CF,56,04:01,Left-footed shot,David Villa,Messi,False
994,12_13,LaLiga,21,2013-01-27,Home,FC Barcelona,CA Osasuna,5:1,CF,58,05:01,Left-footed shot,Adriano,Messi,False
995,12_13,LaLiga,22,2013-02-03,Away,FC Barcelona,Valencia CF,1:1,CF,39,01:01,Penalty,,Messi,True
996,12_13,LaLiga,23,2013-02-10,Home,FC Barcelona,Getafe CF,6:1,CF,13,02:00,Left-footed shot,Thiago,Messi,False
997,12_13,LaLiga,24,2013-02-16,Away,FC Barcelona,Granada CF,1:2,CF,49,01:01,Left-footed shot,,Messi,False
998,12_13,LaLiga,24,2013-02-16,Away,FC Barcelona,Granada CF,1:2,CF,72,01:02,Direct free kick,,Messi,False
999,12_13,LaLiga,25,2013-02-23,Home,FC Barcelona,Sevilla FC,2:1,CF,60,02:01,Left-footed shot,Cristian Tello,Messi,False
1000,12_13,LaLiga,26,2013-03-02,Away,FC Barcelona,Real Madrid,2:1,CF,18,01:01,Left-footed shot,Dani Alves,Messi,False
1001,12_13,LaLiga,27,2013-03-09,Home,FC Barcelona,Deportivo de La Coruaa,2:0,CF,88,02:00,Left-footed shot,Alexis Sanchez,Messi,False
1002,12_13,UEFA Champions League,last 16,2013-03-12,Home,FC Barcelona,AC Milan,4:0,CF,5,01:00,Left-footed shot,Xavi,Messi,False
1003,12_13,UEFA Champions League,last 16,2013-03-12,Home,FC Barcelona,AC Milan,4:0,CF,40,02:00,Left-footed shot,Andres Iniesta,Messi,False
1004,12_13,LaLiga,28,2013-03-17,Home,FC Barcelona,Rayo Vallecano,3:1,CF,40,02:00,Left-footed shot,David Villa,Messi,False
1005,12_13,LaLiga,28,2013-03-17,Home,FC Barcelona,Rayo Vallecano,3:1,CF,57,03:00,Left-footed shot,David Villa,Messi,False
1006,12_13,LaLiga,29,2013-03-30,Away,FC Barcelona,Celta de Vigo,2:2,CF,73,01:02,Left-footed shot,Cristian Tello,Messi,False
1007,12_13,UEFA Champions League,Quarter-Finals,2013-04-02,Away,FC Barcelona,Paris Saint-Germain,2:2,CF,38,00:01,Left-footed shot,Dani Alves,Messi,False
1008,12_13,LaLiga,33,2013-04-27,Away,FC Barcelona,Athletic Bilbao,2:2,CF,67,01:01,Left-footed shot,Thiago,Messi,False
1009,12_13,LaLiga,34,2013-05-05,Home,FC Barcelona,Real Betis Balompie,4:2,CF,60,03:02,Direct free kick,,Messi,False
1010,12_13,LaLiga,34,2013-05-05,Home,FC Barcelona,Real Betis Balompie,4:2,CF,71,04:02,Left-footed shot,Alexis Sanchez,Messi,False
1011,13_14,LaLiga,1,2013-08-18,Home,FC Barcelona,Levante UD,7:0,CF,13,02:00,Left-footed shot,Pedro,Messi,False
1012,13_14,LaLiga,1,2013-08-18,Home,FC Barcelona,Levante UD,7:0,CF,42,05:00,Penalty,,Messi,True
1013,13_14,LaLiga,3,2013-09-01,Away,FC Barcelona,Valencia CF,2:3,CF,11,00:01,Left-footed shot,Cesc Fabregas,Messi,False
1014,13_14,LaLiga,3,2013-09-01,Away,FC Barcelona,Valencia CF,2:3,CF,39,00:02,Right-footed shot,Cesc Fabregas,Messi,False
1015,13_14,LaLiga,3,2013-09-01,Away,FC Barcelona,Valencia CF,2:3,CF,41,00:03,Left-footed shot,Neymar,Messi,False
1016,13_14,LaLiga,4,2013-09-14,Home,FC Barcelona,Sevilla FC,3:2,CF,75,02:00,Left-footed shot,Neymar,Messi,False
1017,13_14,UEFA Champions League,Group Stage,2013-09-18,Home,FC Barcelona,Ajax Amsterdam,4:0,CF,22,01:00,Direct free kick,,Messi,False
1018,13_14,UEFA Champions League,Group Stage,2013-09-18,Home,FC Barcelona,Ajax Amsterdam,4:0,CF,55,02:00,Left-footed shot,Sergio Busquets,Messi,False
1019,13_14,UEFA Champions League,Group Stage,2013-09-18,Home,FC Barcelona,Ajax Amsterdam,4:0,CF,75,04:00,Left-footed shot,Xavi,Messi,False
1020,13_14,LaLiga,6,2013-09-24,Home,FC Barcelona,Real Sociedad,4:1,CF,8,02:00,Header,Neymar,Messi,False
1021,13_14,LaLiga,7,2013-09-28,Away,FC Barcelona,UD Almera,0:2,CF,21,00:01,Left-footed shot,Pedro,Messi,False
1022,13_14,UEFA Champions League,Group Stage,2013-10-22,Away,FC Barcelona,AC Milan,1:1,CF,23,01:01,Left-footed shot,Andres Iniesta,Messi,False
1023,13_14,UEFA Champions League,Group Stage,2013-11-06,Home,FC Barcelona,AC Milan,3:1,CF,30,01:00,Penalty,,Messi,True
1024,13_14,UEFA Champions League,Group Stage,2013-11-06,Home,FC Barcelona,AC Milan,3:1,CF,83,03:01,Left-footed shot,Cesc Fabregas,Messi,False
1025,13_14,Copa del Rey,last 16,2014-01-08,Home,FC Barcelona,Getafe CF,4:0,CF,90,03:00,Left-footed shot,Marta Montoya,Messi,False
1026,13_14,Copa del Rey,last 16,2014-01-08,Home,FC Barcelona,Getafe CF,4:0,CF,90+2,04:00,Left-footed shot,Alex Song,Messi,False
1027,13_14,Copa del Rey,last 16,2014-01-16,Away,FC Barcelona,Getafe CF,0:2,CF,43,00:01,Right-footed shot,Cristian Tello,Messi,False
1028,13_14,Copa del Rey,last 16,2014-01-16,Away,FC Barcelona,Getafe CF,0:2,CF,63,00:02,Left-footed shot,,Messi,False
1029,13_14,LaLiga,22,2014-02-01,Home,FC Barcelona,Valencia CF,2:3,CF,54,02:02,Penalty,,Messi,True
1030,13_14,LaLiga,23,2014-02-09,Away,FC Barcelona,Sevilla FC,1:4,CF,44,01:02,Left-footed shot,Pedro,Messi,False
1031,13_14,LaLiga,23,2014-02-09,Away,FC Barcelona,Sevilla FC,1:4,CF,56,01:03,Left-footed shot,Andres Iniesta,Messi,False
1032,13_14,Copa del Rey,Semi-Finals,2014-02-12,Away,FC Barcelona,Real Sociedad,1:1,CF,26,00:01,Solo run,,Messi,False
1033,13_14,LaLiga,24,2014-02-15,Home,FC Barcelona,Rayo Vallecano,6:0,CF,36,02:00,Left-footed shot,Cesc Fabregas,Messi,False
1034,13_14,LaLiga,24,2014-02-15,Home,FC Barcelona,Rayo Vallecano,6:0,CF,68,05:00,Left-footed shot,Alexis Sanchez,Messi,False
1035,13_14,UEFA Champions League,last 16,2014-02-18,Away,FC Barcelona,Manchester City,0:2,CF,54,00:01,Penalty,,Messi,True
1036,13_14,LaLiga,25,2014-02-22,Away,FC Barcelona,Real Sociedad,3:1,CF,36,01:01,Left-footed shot,Marta Montoya,Messi,False
1037,13_14,LaLiga,26,2014-03-02,Home,FC Barcelona,UD Almera,4:1,CF,24,02:00,Direct free kick,,Messi,False
1038,13_14,UEFA Champions League,last 16,2014-03-12,Home,FC Barcelona,Manchester City,2:1,CF,67,01:00,Left-footed shot,,Messi,False
1039,13_14,LaLiga,28,2014-03-16,Home,FC Barcelona,CA Osasuna,7:0,CF,18,01:00,Left-footed shot,Alexis Sanchez,Messi,False
1040,13_14,LaLiga,28,2014-03-16,Home,FC Barcelona,CA Osasuna,7:0,CF,63,04:00,Left-footed shot,Andres Iniesta,Messi,False
1041,13_14,LaLiga,28,2014-03-16,Home,FC Barcelona,CA Osasuna,7:0,CF,88,06:00,Right-footed shot,Dani Alves,Messi,False
1042,13_14,LaLiga,29,2014-03-23,Away,FC Barcelona,Real Madrid,3:4,CF,42,02:02,Left-footed shot,Neymar,Messi,False
1043,13_14,LaLiga,29,2014-03-23,Away,FC Barcelona,Real Madrid,3:4,CF,65,03:03,Penalty,,Messi,True
1044,13_14,LaLiga,29,2014-03-23,Away,FC Barcelona,Real Madrid,3:4,CF,84,03:04,Penalty,,Messi,True
1045,13_14,LaLiga,30,2014-03-26,Home,FC Barcelona,Celta de Vigo,3:0,CF,30,02:00,Right-footed shot,Andres Iniesta,Messi,False
1046,13_14,LaLiga,31,2014-03-29,Away,FC Barcelona,RCD Espanyol Barcelona,0:1,CF,77,00:01,Penalty,,Messi,True
1047,13_14,LaLiga,32,2014-04-05,Home,FC Barcelona,Real Betis Balompie,3:1,CF,15,01:00,Penalty,,Messi,True
1048,13_14,LaLiga,32,2014-04-05,Home,FC Barcelona,Real Betis Balompie,3:1,CF,86,03:01,Penalty rebound,Antonio Amaya,Messi,False
1049,13_14,LaLiga,34,2014-04-20,Home,FC Barcelona,Athletic Bilbao,2:1,CF,74,02:01,Direct free kick,,Messi,False
1050,13_14,LaLiga,35,2014-04-27,Away,FC Barcelona,Villarreal CF,2:3,CF,83,02:03,Right-footed shot,Cesc Fabregas,Messi,False
1051,13_14,LaLiga,36,2014-05-03,Home,FC Barcelona,Getafe CF,2:2,CF,23,01:00,Left-footed shot,Dani Alves,Messi,False
1052,14_15,LaLiga,1,2014-08-24,Home,FC Barcelona,Elche CF,3:0,CF,42,01:00,Left-footed shot,Sergio Busquets,Messi,False
1053,14_15,LaLiga,1,2014-08-24,Home,FC Barcelona,Elche CF,3:0,CF,64,03:00,Left-footed shot,,Messi,False
1054,14_15,LaLiga,4,2014-09-21,Away,FC Barcelona,Levante UD,0:5,CF,77,00:05,Right-footed shot,,Messi,False
1055,14_15,LaLiga,6,2014-09-27,Home,FC Barcelona,Granada CF,6:0,CF,62,04:00,Header,Dani Alves,Messi,False
1056,14_15,LaLiga,6,2014-09-27,Home,FC Barcelona,Granada CF,6:0,CF,82,06:00,Right-footed shot,,Messi,False
1057,14_15,UEFA Champions League,Group Stage,2014-09-30,Away,FC Barcelona,Paris Saint-Germain,3:2,RW,12,01:01,Left-footed shot,Andres Iniesta,Messi,False
1058,14_15,LaLiga,7,2014-10-04,Away,FC Barcelona,Rayo Vallecano,0:2,CF,35,00:01,Left-footed shot,Gerard Pique,Messi,False
1059,14_15,LaLiga,8,2014-10-18,Home,FC Barcelona,SD Eibar,3:0,CF,74,03:00,Left-footed shot,Neymar,Messi,False
1060,14_15,UEFA Champions League,Group Stage,2014-10-21,Home,FC Barcelona,Ajax Amsterdam,3:1,CF,24,02:00,Left-footed shot,Andres Iniesta,Messi,False
1061,14_15,UEFA Champions League,Group Stage,2014-11-05,Away,FC Barcelona,Ajax Amsterdam,0:2,RW,36,00:01,Header,Marc Bartra,Messi,False
1062,14_15,UEFA Champions League,Group Stage,2014-11-05,Away,FC Barcelona,Ajax Amsterdam,0:2,RW,76,00:02,Left-footed shot,Pedro,Messi,False
1063,14_15,LaLiga,12,2014-11-22,Home,FC Barcelona,Sevilla FC,5:1,RW,21,01:00,Direct free kick,,Messi,False
1064,14_15,LaLiga,12,2014-11-22,Home,FC Barcelona,Sevilla FC,5:1,RW,73,04:01,Tap-in,Neymar,Messi,False
1065,14_15,LaLiga,12,2014-11-22,Home,FC Barcelona,Sevilla FC,5:1,RW,78,05:01,Left-footed shot,Neymar,Messi,False
1066,14_15,UEFA Champions League,Group Stage,2014-11-25,Away,FC Barcelona,APOEL Nicosia,0:4,CF,38,00:02,Right-footed shot,Rafinha,Messi,False
1067,14_15,UEFA Champions League,Group Stage,2014-11-25,Away,FC Barcelona,APOEL Nicosia,0:4,CF,58,00:03,Right-footed shot,Dani Alves,Messi,False
1068,14_15,UEFA Champions League,Group Stage,2014-11-25,Away,FC Barcelona,APOEL Nicosia,0:4,CF,87,00:04,Right-footed shot,Pedro,Messi,False
1069,14_15,LaLiga,14,2014-12-07,Home,FC Barcelona,RCD Espanyol Barcelona,5:1,RW,45+1,01:01,Left-footed shot,Xavi,Messi,False
1070,14_15,LaLiga,14,2014-12-07,Home,FC Barcelona,RCD Espanyol Barcelona,5:1,RW,50,02:01,Right-footed shot,Luis Suarez,Messi,False
1071,14_15,LaLiga,14,2014-12-07,Home,FC Barcelona,RCD Espanyol Barcelona,5:1,RW,81,05:01,Right-footed shot,Pedro,Messi,False
1072,14_15,UEFA Champions League,Group Stage,2014-12-10,Home,FC Barcelona,Paris Saint-Germain,3:1,AM,19,01:01,Right-footed shot,Luis Suarez,Messi,False
1073,14_15,LaLiga,16,2014-12-20,Home,FC Barcelona,Córdoba CF,5:0,RW,82,04:00,Right-footed shot,,Messi,False
1074,14_15,LaLiga,16,2014-12-20,Home,FC Barcelona,Córdoba CF,5:0,RW,90,05:00,Right-footed shot,,Messi,False
1075,14_15,Copa del Rey,last 16,2015-01-08,Home,FC Barcelona,Elche CF,5:0,RW,45,03:00,Penalty,,Messi,True
1076,14_15,LaLiga,18,2015-01-11,Home,FC Barcelona,Atletico de Madrid,3:1,RW,87,03:01,Left-footed shot,,Messi,False
1077,14_15,LaLiga,19,2015-01-18,Away,FC Barcelona,Deportivo de La Coruaa,0:4,RW,11,00:01,Header,Ivan Rakitic,Messi,False
1078,14_15,LaLiga,19,2015-01-18,Away,FC Barcelona,Deportivo de La Coruaa,0:4,RW,33,00:02,Left-footed shot,Luis Suarez,Messi,False
1079,14_15,LaLiga,19,2015-01-18,Away,FC Barcelona,Deportivo de La Coruaa,0:4,RW,62,00:03,Left-footed shot,Ivan Rakitic,Messi,False
1080,14_15,Copa del Rey,Quarter-Finals,2015-01-21,Home,FC Barcelona,Atletico de Madrid,1:0,RW,85,01:00,Penalty rebound,,Messi,False
1081,14_15,LaLiga,20,2015-01-24,Away,FC Barcelona,Elche CF,0:6,CF,55,00:02,Penalty,,Messi,True
1082,14_15,LaLiga,20,2015-01-24,Away,FC Barcelona,Elche CF,0:6,CF,88,00:05,Left-footed shot,Marc Bartra,Messi,False
1083,14_15,LaLiga,21,2015-02-01,Home,FC Barcelona,Villarreal CF,3:2,RW,55,03:02,Right-footed shot,Luis Suarez,Messi,False
1084,14_15,LaLiga,22,2015-02-08,Away,FC Barcelona,Athletic Bilbao,2:5,RW,15,00:01,Direct free kick,,Messi,False
1085,14_15,Copa del Rey,Semi-Finals,2015-02-11,Home,FC Barcelona,Villarreal CF,3:1,RW,41,01:00,Left-footed shot,Luis Suarez,Messi,False
1086,14_15,LaLiga,23,2015-02-15,Home,FC Barcelona,Levante UD,5:0,CF,38,02:00,Right-footed shot,Marc Bartra,Messi,False
1087,14_15,LaLiga,23,2015-02-15,Home,FC Barcelona,Levante UD,5:0,CF,59,03:00,Right-footed shot,Pedro,Messi,False
1088,14_15,LaLiga,23,2015-02-15,Home,FC Barcelona,Levante UD,5:0,CF,65,04:00,Penalty,,Messi,True
1089,14_15,LaLiga,25,2015-02-28,Away,FC Barcelona,Granada CF,1:3,RW,70,01:03,Right-footed shot,Luis Suarez,Messi,False
1090,14_15,LaLiga,26,2015-03-08,Home,FC Barcelona,Rayo Vallecano,6:1,RW,56,03:00,Penalty,,Messi,True
1091,14_15,LaLiga,26,2015-03-08,Home,FC Barcelona,Rayo Vallecano,6:1,RW,63,04:00,Tap-in,,Messi,False
1092,14_15,LaLiga,26,2015-03-08,Home,FC Barcelona,Rayo Vallecano,6:1,RW,68,05:00,Left-footed shot,Pedro,Messi,False
1093,14_15,LaLiga,27,2015-03-14,Away,FC Barcelona,SD Eibar,0:2,RW,31,00:01,Penalty,,Messi,True
1094,14_15,LaLiga,27,2015-03-14,Away,FC Barcelona,SD Eibar,0:2,RW,55,00:02,Header,Ivan Rakitic,Messi,False
1095,14_15,LaLiga,30,2015-04-08,Home,FC Barcelona,UD Almera,4:0,RW,33,01:00,Left-footed shot,Marc Bartra,Messi,False
1096,14_15,LaLiga,31,2015-04-11,Away,FC Barcelona,Sevilla FC,2:2,RW,15,00:01,Left-footed shot,Neymar,Messi,False
1097,14_15,LaLiga,32,2015-04-18,Home,FC Barcelona,Valencia CF,2:0,RW,90+4,02:00,Left-footed shot,,Messi,False
1098,14_15,LaLiga,33,2015-04-25,Away,FC Barcelona,RCD Espanyol Barcelona,0:2,RW,25,00:02,Left-footed shot,Luis Suarez,Messi,False
1099,14_15,LaLiga,34,2015-04-28,Home,FC Barcelona,Getafe CF,6:0,RW,9,01:00,Penalty,,Messi,True
1100,14_15,LaLiga,34,2015-04-28,Home,FC Barcelona,Getafe CF,6:0,RW,47,06:00,Left-footed shot,Luis Suarez,Messi,False
1101,14_15,LaLiga,35,2015-05-02,Away,FC Barcelona,Córdoba CF,0:8,RW,47,00:03,Header,Dani Alves,Messi,False
1102,14_15,LaLiga,35,2015-05-02,Away,FC Barcelona,Córdoba CF,0:8,RW,80,00:06,Left-footed shot,Luis Suarez,Messi,False
1103,14_15,UEFA Champions League,Semi-Finals,2015-05-06,Home,FC Barcelona,Bayern Munich,3:0,RW,77,01:00,Left-footed shot,Dani Alves,Messi,False
1104,14_15,UEFA Champions League,Semi-Finals,2015-05-06,Home,FC Barcelona,Bayern Munich,3:0,RW,80,02:00,Right-footed shot,Ivan Rakitic,Messi,False
1105,14_15,LaLiga,37,2015-05-17,Away,FC Barcelona,Atletico de Madrid,0:1,RW,65,00:01,Left-footed shot,Pedro,Messi,False
1106,14_15,LaLiga,38,2015-05-23,Home,FC Barcelona,Deportivo de La Coruaa,2:2,RW,5,01:00,Header,Rafinha,Messi,False
1107,14_15,LaLiga,38,2015-05-23,Home,FC Barcelona,Deportivo de La Coruaa,2:2,RW,59,02:00,Right-footed shot,Neymar,Messi,False
1108,14_15,Copa del Rey,Final,2015-05-30,Away,FC Barcelona,Athletic Bilbao,1:3,RW,20,00:01,Solo run,,Messi,False
1109,14_15,Copa del Rey,Final,2015-05-30,Away,FC Barcelona,Athletic Bilbao,1:3,RW,74,00:03,Left-footed shot,Dani Alves,Messi,False
1110,15_16,UEFA Super Cup,Final,2015-08-11,Home,FC Barcelona,Sevilla FC,5:4 AET,RW,7,01:01,Direct free kick,,Messi,False
1111,15_16,UEFA Super Cup,Final,2015-08-11,Home,FC Barcelona,Sevilla FC,5:4 AET,RW,16,02:01,Direct free kick,,Messi,False
1112,15_16,Supercopa,final,2015-08-17,Home,FC Barcelona,Athletic Bilbao,1:1,RW,43,01:00,Left-footed shot,Luis Suarez,Messi,False
1113,15_16,LaLiga,3,2015-09-12,Away,FC Barcelona,Atletico de Madrid,1:2,RW,77,01:02,Left-footed shot,Luis Suarez,Messi,False
1114,15_16,LaLiga,4,2015-09-20,Home,FC Barcelona,Levante UD,4:1,AM,61,03:00,Penalty,,Messi,True
1115,15_16,LaLiga,4,2015-09-20,Home,FC Barcelona,Levante UD,4:1,AM,90,04:01,Left-footed shot,Marc Bartra,Messi,False
1116,15_16,UEFA Champions League,Group Stage,2015-11-24,Home,FC Barcelona,AS Roma,6:1,RW,18,02:00,Left-footed shot,Luis Suarez,Messi,False
1117,15_16,UEFA Champions League,Group Stage,2015-11-24,Home,FC Barcelona,AS Roma,6:1,RW,60,05:00,Tap-in,,Messi,False
1118,15_16,LaLiga,13,2015-11-28,Home,FC Barcelona,Real Sociedad,4:0,RW,90+1,04:00,Left-footed shot,Neymar,Messi,False
