,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist
247,11_12,LaLiga,27,2012-03-10,Away,RM,Real Betis Balompie,2:3,LW,52,01:02,Left-footed shot,Marcelo
248,11_12,LaLiga,27,2012-03-10,Away,RM,Real Betis Balompie,2:3,LW,73,02:03,Left-footed shot,
249,11_12,UEFA Champions League,last 16,2012-03-14,Home,RM,CSKA Moscow,4:1,LW,55,02:00,Right-footed shot,Sergio Ramos
250,11_12,UEFA Champions League,last 16,2012-03-14,Home,RM,CSKA Moscow,4:1,LW,90+4,04:01,Right-footed shot,Karim Benzema
251,11_12,LaLiga,29,2012-03-21,Away,RM,Villarreal CF,1:1,LW,61,00:01,Right-footed shot,Mesut Ozil
252,11_12,LaLiga,30,2012-03-24,Home,RM,Real Sociedad,5:1,LW,32,02:00,Right-footed shot,Kaka
253,11_12,LaLiga,30,2012-03-24,Home,RM,Real Sociedad,5:1,LW,55,05:01,Right-footed shot,Gonzalo Higuain
254,11_12,LaLiga,31,2012-03-31,Away,RM,CA Osasuna,1:5,LW,37,00:02,Long distance kick,Xabi Alonso
255,11_12,LaLiga,31,2012-03-31,Away,RM,CA Osasuna,1:5,LW,70,01:04,Direct free kick,
256,11_12,UEFA Champions League,Quarter-Finals,2012-04-04,Home,RM,APOEL Nicosia,5:2,LW,26,01:00,Right-footed shot,Marcelo
257,11_12,UEFA Champions League,Quarter-Finals,2012-04-04,Home,RM,APOEL Nicosia,5:2,LW,75,03:01,Direct free kick,
258,11_12,LaLiga,33,2012-04-11,Away,RM,Atletico de Madrid,1:4,LW,24,00:01,Direct free kick,
259,11_12,LaLiga,33,2012-04-11,Away,RM,Atletico de Madrid,1:4,LW,67,01:02,Long distance kick,
260,11_12,LaLiga,33,2012-04-11,Away,RM,Atletico de Madrid,1:4,LW,82,01:03,Penalty,
261,11_12,LaLiga,34,2012-04-14,Home,RM,Sporting de Gijón,3:1,LW,74,02:01,Header,Angel Di Maria
262,11_12,LaLiga,35,2012-04-21,Away,RM,FC Barcelona,1:2,LW,73,01:02,Right-footed shot,Mesut Ozil
263,11_12,UEFA Champions League,Semi-Finals,2012-04-25,Home,RM,Bayern Munich,3:4 on pens,LW,6,01:00,Penalty,
264,11_12,UEFA Champions League,Semi-Finals,2012-04-25,Home,RM,Bayern Munich,3:4 on pens,LW,14,02:00,Right-footed shot,Mesut Ozil
265,11_12,LaLiga,36,2012-04-29,Home,RM,Sevilla FC,3:0,LW,19,01:00,Right-footed shot,Karim Benzema
266,11_12,LaLiga,20,2012-05-02,Away,RM,Athletic Bilbao,0:3,LW,49,00:03,Header,Xabi Alonso
267,11_12,LaLiga,37,2012-05-05,Away,RM,Granada CF,1:2,LW,81,01:01,Penalty,
268,11_12,LaLiga,38,2012-05-13,Home,RM,RCD Mallorca,4:1,LW,18,01:00,Header,Marcelo
269,12_13,Supercopa,final,2012-08-23,Away,RM,FC Barcelona,3:2,LW,55,00:01,Header,Mesut Ozil
270,12_13,Supercopa,final,2012-08-29,Home,RM,FC Barcelona,2:1,LW,19,02:00,Right-footed shot,Sami Khedira
271,12_13,LaLiga,3,2012-09-02,Home,RM,Granada CF,3:0,LW,25,01:00,Right-footed shot,José Callejón
272,12_13,LaLiga,3,2012-09-02,Home,RM,Granada CF,3:0,LW,53,02:00,Left-footed shot,
273,12_13,UEFA Champions League,Group Stage,2012-09-18,Home,RM,Manchester City,3:2,LW,90,03:02,Right-footed shot,Marcelo
274,12_13,LaLiga,5,2012-09-24,Away,RM,Rayo Vallecano,0:2,LW,69,00:02,Penalty,
275,12_13,LaLiga,6,2012-09-30,Home,RM,Deportivo de La Coruña,5:1,LW,23,01:01,Penalty,
276,12_13,LaLiga,6,2012-09-30,Home,RM,Deportivo de La Coruña,5:1,LW,44,03:01,Header,Sergio Ramos
277,12_13,LaLiga,6,2012-09-30,Home,RM,Deportivo de La Coruña,5:1,LW,84,05:01,Penalty,
278,12_13,UEFA Champions League,Group Stage,2012-10-03,Away,RM,Ajax Amsterdam,1:4,LW,42,00:01,Right-footed shot,Karim Benzema
279,12_13,UEFA Champions League,Group Stage,2012-10-03,Away,RM,Ajax Amsterdam,1:4,LW,79,01:03,Right-footed shot,Karim Benzema
280,12_13,UEFA Champions League,Group Stage,2012-10-03,Away,RM,Ajax Amsterdam,1:4,LW,81,01:04,Left-footed shot,Sami Khedira
281,12_13,LaLiga,7,2012-10-07,Away,RM,FC Barcelona,2:2,LW,22,00:01,Left-footed shot,Karim Benzema
282,12_13,LaLiga,7,2012-10-07,Away,RM,FC Barcelona,2:2,LW,66,02:02,Right-footed shot,Mesut Ozil
283,12_13,LaLiga,8,2012-10-20,Home,RM,Celta de Vigo,2:0,LW,67,02:00,Penalty,
284,12_13,UEFA Champions League,Group Stage,2012-10-24,Away,RM,Borussia Dortmund,2:1,LW,38,01:01,Right-footed shot,Mesut Ozil
285,12_13,LaLiga,9,2012-10-28,Away,RM,RCD Mallorca,0:5,LW,22,00:02,Right-footed shot,Gonzalo Higuain
286,12_13,LaLiga,9,2012-10-28,Away,RM,RCD Mallorca,0:5,LW,73,00:04,Right-footed shot,Gonzalo Higuain
287,12_13,LaLiga,11,2012-11-11,Away,RM,Levante UD,1:2,CF,20,00:01,Right-footed shot,
288,12_13,LaLiga,14,2012-12-01,Home,RM,Atletico de Madrid,2:0,LW,16,01:00,Direct free kick,
289,12_13,UEFA Champions League,Group Stage,2012-12-04,Home,RM,Ajax Amsterdam,4:1,LW,13,01:00,Right-footed shot,Karim Benzema
290,12_13,Copa del Rey,last 16,2012-12-12,Away,RM,Celta de Vigo,2:1,LW,87,02:01,Left-footed shot,Xabi Alonso
291,12_13,LaLiga,16,2012-12-16,Home,RM,RCD Espanyol Barcelona,2:2,CF,45,01:01,Right-footed shot,Sami Khedira
292,12_13,LaLiga,18,2013-01-06,Home,RM,Real Sociedad,4:3,LW,67,03:02,Left-footed shot,Karim Benzema
293,12_13,LaLiga,18,2013-01-06,Home,RM,Real Sociedad,4:3,LW,70,04:02,Direct free kick,
294,12_13,Copa del Rey,last 16,2013-01-09,Home,RM,Celta de Vigo,4:0,LW,2,01:00,Right-footed shot,alvaro Arbeloa
295,12_13,Copa del Rey,last 16,2013-01-09,Home,RM,Celta de Vigo,4:0,LW,24,02:00,Left-footed shot,Luka Modric
296,12_13,Copa del Rey,last 16,2013-01-09,Home,RM,Celta de Vigo,4:0,LW,87,03:00,Left-footed shot,Gonzalo Higuain
297,12_13,LaLiga,20,2013-01-20,Away,RM,Valencia CF,0:5,LW,35,00:03,Left-footed shot,Fábio Coentrão
298,12_13,LaLiga,20,2013-01-20,Away,RM,Valencia CF,0:5,LW,41,00:04,Right-footed shot,Mesut Ozil
299,12_13,LaLiga,21,2013-01-27,Home,RM,Getafe CF,4:0,LW,62,02:00,Left-footed shot,Mesut Ozil
300,12_13,LaLiga,21,2013-01-27,Home,RM,Getafe CF,4:0,LW,65,03:00,Header,Angel Di Maria
301,12_13,LaLiga,21,2013-01-27,Home,RM,Getafe CF,4:0,LW,72,04:00,Penalty,
302,12_13,LaLiga,23,2013-02-09,Home,RM,Sevilla FC,4:1,LW,26,02:00,Left-footed shot,Kaka
303,12_13,LaLiga,23,2013-02-09,Home,RM,Sevilla FC,4:1,LW,46,03:00,Left-footed shot,alvaro Arbeloa
304,12_13,LaLiga,23,2013-02-09,Home,RM,Sevilla FC,4:1,LW,59,04:00,Right-footed shot,Gonzalo Higuain
305,12_13,UEFA Champions League,last 16,2013-02-13,Home,RM,Manchester United,1:1,LW,30,01:01,Header,Angel Di Maria
306,12_13,Copa del Rey,Semi-Finals,2013-02-26,Away,RM,FC Barcelona,1:3,LW,12,00:01,Penalty,
307,12_13,Copa del Rey,Semi-Finals,2013-02-26,Away,RM,FC Barcelona,1:3,LW,57,00:02,Left-footed shot,
308,12_13,UEFA Champions League,last 16,2013-03-05,Away,RM,Manchester United,1:2,LW,69,01:02,Right-footed shot,Gonzalo Higuain
309,12_13,LaLiga,27,2013-03-10,Away,RM,Celta de Vigo,1:2,LW,61,00:01,Left-footed shot,José Callejón
310,12_13,LaLiga,27,2013-03-10,Away,RM,Celta de Vigo,1:2,LW,71,01:02,Penalty,
311,12_13,LaLiga,28,2013-03-16,Home,RM,RCD Mallorca,5:2,LW,52,02:02,Header,Mesut Ozil
312,12_13,LaLiga,29,2013-03-30,Away,RM,Real Zaragoza,1:1,LW,38,01:01,Long distance kick,
313,12_13,UEFA Champions League,Quarter-Finals,2013-04-03,Home,RM,Galatasaray,3:0,LW,9,01:00,Left-footed shot,Mesut Ozil
314,12_13,LaLiga,30,2013-04-06,Home,RM,Levante UD,5:1,CF,84,03:01,Right-footed shot,Gonzalo Higuain
315,12_13,UEFA Champions League,Quarter-Finals,2013-04-09,Away,RM,Galatasaray,3:2,LW,8,00:01,Right-footed shot,Sami Khedira
316,12_13,UEFA Champions League,Quarter-Finals,2013-04-09,Away,RM,Galatasaray,3:2,LW,90+2,03:02,Right-footed shot,Karim Benzema
317,12_13,LaLiga,31,2013-04-14,Away,RM,Athletic Bilbao,0:3,LW,2,00:01,Direct free kick,
318,12_13,LaLiga,31,2013-04-14,Away,RM,Athletic Bilbao,0:3,LW,68,00:02,Header,Xabi Alonso
319,12_13,UEFA Champions League,Semi-Finals,2013-04-24,Away,RM,Borussia Dortmund,4:1,LW,43,01:01,Right-footed shot,Gonzalo Higuain
320,12_13,LaLiga,34,2013-05-04,Home,RM,Real Valladolid CF,4:3,LW,32,02:01,Header,Angel Di Maria
321,12_13,LaLiga,34,2013-05-04,Home,RM,Real Valladolid CF,4:3,LW,70,04:02,Header,Mesut Ozil
322,12_13,LaLiga,36,2013-05-08,Home,RM,Malaga CF,6:2,LW,26,02:01,Right-footed shot,Xabi Alonso
323,12_13,Copa del Rey,Final,2013-05-17,Away,RM,Atletico de Madrid,2:1 AET,LW,14,00:01,Header,Luka Modric
324,13_14,LaLiga,3,2013-09-01,Home,RM,Athletic Bilbao,3:1,LW,45,02:00,Header,Angel Di Maria
325,13_14,LaLiga,4,2013-09-14,Away,RM,Villarreal CF,2:2,LW,64,01:02,Right-footed shot,
326,13_14,UEFA Champions League,Group Stage,2013-09-17,Away,RM,Galatasaray,1:6,LW,63,00:03,Left-footed shot,Isco
327,13_14,UEFA Champions League,Group Stage,2013-09-17,Away,RM,Galatasaray,1:6,LW,66,00:04,Tap-in,Sergio Ramos
328,13_14,UEFA Champions League,Group Stage,2013-09-17,Away,RM,Galatasaray,1:6,LW,90,01:06,Left-footed shot,Karim Benzema
329,13_14,LaLiga,5,2013-09-22,Home,RM,Getafe CF,4:1,LW,34,02:01,Penalty,
330,13_14,LaLiga,5,2013-09-22,Home,RM,Getafe CF,4:1,LW,90,04:01,Right-footed shot,Sami Khedira
331,13_14,LaLiga,6,2013-09-25,Away,RM,Elche CF,1:2,LW,51,00:01,Direct free kick,
332,13_14,LaLiga,6,2013-09-25,Away,RM,Elche CF,1:2,LW,90+6,01:02,Penalty,
333,13_14,UEFA Champions League,Group Stage,2013-10-02,Home,RM,FC Copenhagen,4:0,LW,21,01:00,Header,Marcelo
334,13_14,UEFA Champions League,Group Stage,2013-10-02,Home,RM,FC Copenhagen,4:0,LW,65,02:00,Header,Angel Di Maria
335,13_14,LaLiga,8,2013-10-05,Away,RM,Levante UD,2:3,LW,90+4,02:03,Right-footed shot,Luka Modric
336,13_14,LaLiga,9,2013-10-19,Home,RM,Malaga CF,2:0,LW,90+1,02:00,Penalty,
337,13_14,UEFA Champions League,Group Stage,2013-10-23,Home,RM,Juventus FC,2:1,LW,4,01:00,Right-footed shot,Angel Di Maria
338,13_14,UEFA Champions League,Group Stage,2013-10-23,Home,RM,Juventus FC,2:1,LW,29,02:01,Penalty,
339,13_14,LaLiga,11,2013-10-30,Home,RM,Sevilla FC,7:3,LW,31,03:00,Penalty,
340,13_14,LaLiga,11,2013-10-30,Home,RM,Sevilla FC,7:3,LW,60,05:02,Right-footed shot,Gareth Bale
341,13_14,LaLiga,11,2013-10-30,Home,RM,Sevilla FC,7:3,LW,71,06:03,Right-footed shot,Karim Benzema
342,13_14,LaLiga,12,2013-11-02,Away,RM,Rayo Vallecano,2:3,LW,3,00:01,Right-footed shot,Luka Modric
343,13_14,LaLiga,12,2013-11-02,Away,RM,Rayo Vallecano,2:3,LW,48,00:03,Right-footed shot,Gareth Bale
344,13_14,UEFA Champions League,Group Stage,2013-11-05,Away,RM,Juventus FC,2:2,LW,52,01:01,Right-footed shot,Karim Benzema
345,13_14,LaLiga,13,2013-11-09,Home,RM,Real Sociedad,5:1,LW,12,01:00,Right-footed shot,Karim Benzema
346,13_14,LaLiga,13,2013-11-09,Home,RM,Real Sociedad,5:1,LW,27,03:00,Penalty,
347,13_14,LaLiga,13,2013-11-09,Home,RM,Real Sociedad,5:1,LW,76,05:01,Direct free kick,
348,13_14,LaLiga,14,2013-11-23,Away,RM,UD Almeria,0:5,LW,3,00:01,Left-footed shot,Isco
349,13_14,UEFA Champions League,Group Stage,2013-12-10,Away,RM,FC Copenhagen,0:2,LW,48,00:02,Right-footed shot,Pepe
350,13_14,LaLiga,17,2013-12-22,Away,RM,Valencia CF,2:3,LW,40,01:02,Header,Angel Di Maria
351,13_14,LaLiga,18,2014-01-06,Home,RM,Celta de Vigo,3:0,LW,82,02:00,Right-footed shot,Daniel Carvajal
352,13_14,LaLiga,18,2014-01-06,Home,RM,Celta de Vigo,3:0,LW,90,03:00,Right-footed shot,Gareth Bale
353,13_14,Copa del Rey,last 16,2014-01-15,Away,RM,CA Osasuna,0:2,LW,22,00:01,Direct free kick,
354,13_14,LaLiga,20,2014-01-18,Away,RM,Real Betis Balompie,0:5,LW,10,00:01,Right-footed shot,Angel Di Maria
355,13_14,LaLiga,21,2014-01-25,Home,RM,Granada CF,2:0,LW,57,01:00,Right-footed shot,Luka Modric
356,13_14,Copa del Rey,Semi-Finals,2014-02-11,Away,RM,Atletico de Madrid,0:2,LW,6,00:01,Penalty,
357,13_14,Copa del Rey,Semi-Finals,2014-02-11,Away,RM,Atletico de Madrid,0:2,LW,15,00:02,Penalty,
358,13_14,UEFA Champions League,last 16,2014-02-26,Away,RM,FC Schalke 04,1:6,LW,52,00:03,Left-footed shot,Gareth Bale
359,13_14,UEFA Champions League,last 16,2014-02-26,Away,RM,FC Schalke 04,1:6,LW,89,00:06,Right-footed shot,Karim Benzema
360,13_14,LaLiga,26,2014-03-02,Away,RM,Atletico de Madrid,2:2,LW,82,02:02,Right-footed shot,Gareth Bale
361,13_14,LaLiga,27,2014-03-09,Home,RM,Levante UD,3:0,LW,11,01:00,Header,Angel Di Maria
362,13_14,LaLiga,28,2014-03-15,Away,RM,Malaga CF,0:1,LW,23,00:01,Right-footed shot,Gareth Bale
363,13_14,UEFA Champions League,last 16,2014-03-18,Home,RM,FC Schalke 04,3:1,LW,22,01:00,Right-footed shot,Gareth Bale
364,13_14,UEFA Champions League,last 16,2014-03-18,Home,RM,FC Schalke 04,3:1,LW,74,02:01,Right-footed shot,
365,13_14,LaLiga,29,2014-03-23,Home,RM,FC Barcelona,3:4,LW,55,03:02,Penalty,
366,13_14,LaLiga,30,2014-03-26,Away,RM,Sevilla FC,2:1,LW,14,00:01,Direct free kick,
367,13_14,LaLiga,31,2014-03-29,Home,RM,Rayo Vallecano,5:0,LW,15,01:00,Right-footed shot,Gareth Bale
368,13_14,UEFA Champions League,Quarter-Finals,2014-04-02,Home,RM,Borussia Dortmund,3:0,LW,57,03:00,Left-footed shot,Luka Modric
369,13_14,LaLiga,35,2014-04-26,Home,RM,CA Osasuna,4:0,LW,6,01:00,Long distance kick,Angel Di Maria
370,13_14,LaLiga,35,2014-04-26,Home,RM,CA Osasuna,4:0,LW,52,02:00,Long distance kick,Isco
371,13_14,UEFA Champions League,Semi-Finals,2014-04-29,Away,RM,Bayern Munich,0:4,LW,34,00:03,Counter attack goal,Gareth Bale
372,13_14,UEFA Champions League,Semi-Finals,2014-04-29,Away,RM,Bayern Munich,0:4,LW,90,00:04,Direct free kick,
373,13_14,LaLiga,36,2014-05-04,Home,RM,Valencia CF,2:2,LW,90,02:02,Right-footed shot,Angel Di Maria
374,13_14,UEFA Champions League,Final,2014-05-24,Home,RM,Atletico de Madrid,4:1 AET,LW,120,04:01,Penalty,
375,14_15,UEFA Super Cup,Final,2014-08-12,Home,RM,Sevilla FC,2:0,LW,30,01:00,Right-footed shot,Gareth Bale
376,14_15,UEFA Super Cup,Final,2014-08-12,Home,RM,Sevilla FC,2:0,LW,49,02:00,Left-footed shot,Karim Benzema
377,14_15,LaLiga,1,2014-08-25,Home,RM,CÃ³rdoba CF,2:0,LW,90,02:00,Right-footed shot,Isco
378,14_15,LaLiga,3,2014-09-13,Home,RM,Atletico de Madrid,1:2,LW,25,01:01,Penalty,
379,14_15,UEFA Champions League,Group Stage,2014-09-16,Home,RM,FC Basel 1893,5:1,LW,31,03:00,Right-footed shot,Gareth Bale
380,14_15,LaLiga,4,2014-09-20,Away,RM,Deportivo de La Coruña,2:8,RW,29,00:01,Header,alvaro Arbeloa
381,14_15,LaLiga,4,2014-09-20,Away,RM,Deportivo de La Coruña,2:8,RW,41,00:03,Left-footed shot,Karim Benzema
382,14_15,LaLiga,4,2014-09-20,Away,RM,Deportivo de La Coruña,2:8,RW,78,01:06,Left-footed shot,James Rodriguez
383,14_15,LaLiga,5,2014-09-23,Home,RM,Elche CF,5:1,CF,28,02:01,Penalty,
384,14_15,LaLiga,5,2014-09-23,Home,RM,Elche CF,5:1,CF,32,03:01,Header,Marcelo
385,14_15,LaLiga,5,2014-09-23,Home,RM,Elche CF,5:1,CF,80,04:01,Penalty,
386,14_15,LaLiga,5,2014-09-23,Home,RM,Elche CF,5:1,CF,90,05:01,Right-footed shot,Gareth Bale
387,14_15,LaLiga,6,2014-09-27,Away,RM,Villarreal CF,0:2,CF,40,00:02,Right-footed shot,Karim Benzema
388,14_15,UEFA Champions League,Group Stage,2014-10-01,Away,RM,Ludogorets Razgrad,1:2,CF,25,01:01,Penalty,
389,14_15,LaLiga,7,2014-10-05,Home,RM,Athletic Bilbao,5:0,LW,3,01:00,Header,Gareth Bale
390,14_15,LaLiga,7,2014-10-05,Home,RM,Athletic Bilbao,5:0,LW,55,03:00,Right-footed shot,Gareth Bale
391,14_15,LaLiga,7,2014-10-05,Home,RM,Athletic Bilbao,5:0,LW,89,05:00,Deflected shot on goal,Pepe
392,14_15,LaLiga,8,2014-10-18,Away,RM,Levante UD,0:5,CF,13,00:01,Penalty,
393,14_15,LaLiga,8,2014-10-18,Away,RM,Levante UD,0:5,CF,61,00:03,Right-footed shot,Isco
394,14_15,UEFA Champions League,Group Stage,2014-10-22,Away,RM,Liverpool FC,0:3,CF,23,00:01,Right-footed shot,James Rodriguez
395,14_15,LaLiga,9,2014-10-25,Home,RM,FC Barcelona,3:1,CF,35,01:01,Penalty,
396,14_15,LaLiga,10,2014-11-01,Away,RM,Granada CF,0:4,CF,2,00:01,Right-footed shot,Karim Benzema
397,14_15,LaLiga,11,2014-11-08,Home,RM,Rayo Vallecano,5:1,CF,83,05:01,Right-footed shot,Isco
398,14_15,LaLiga,12,2014-11-22,Away,RM,SD Eibar,0:4,CF,43,00:02,Right-footed shot,Daniel Carvajal
399,14_15,LaLiga,12,2014-11-22,Away,RM,SD Eibar,0:4,CF,83,00:04,Penalty,
400,14_15,UEFA Champions League,Group Stage,2014-11-26,Away,RM,FC Basel 1893,0:1,LW,35,00:01,Left-footed shot,Karim Benzema
401,14_15,LaLiga,14,2014-12-06,Home,RM,Celta de Vigo,3:0,CF,36,01:00,Penalty,
402,14_15,LaLiga,14,2014-12-06,Home,RM,Celta de Vigo,3:0,CF,65,02:00,Right-footed shot,
403,14_15,LaLiga,14,2014-12-06,Home,RM,Celta de Vigo,3:0,CF,81,03:00,Left-footed shot,Marcelo
404,14_15,UEFA Champions League,Group Stage,2014-12-09,Home,RM,Ludogorets Razgrad,4:0,CF,20,01:00,Penalty,
405,14_15,LaLiga,15,2014-12-12,Away,RM,UD Almeria,1:4,CF,81,01:03,Right-footed shot,Karim Benzema
406,14_15,LaLiga,15,2014-12-12,Away,RM,UD Almeria,1:4,CF,89,01:04,Right-footed shot,Daniel Carvajal
407,14_15,LaLiga,17,2015-01-04,Away,RM,Valencia CF,2:1,LW,14,00:01,Penalty,
408,14_15,Copa del Rey,last 16,2015-01-15,Home,RM,Atletico de Madrid,2:2,CF,54,02:02,Header,Gareth Bale
409,14_15,LaLiga,19,2015-01-18,Away,RM,Getafe CF,0:3,LW,63,00:01,Left-footed shot,Karim Benzema
410,14_15,LaLiga,19,2015-01-18,Away,RM,Getafe CF,0:3,LW,79,00:03,Header,James Rodriguez
411,14_15,UEFA Champions League,last 16,2015-02-18,Away,RM,FC Schalke 04,0:2,LW,26,00:01,Header,Daniel Carvajal
412,14_15,LaLiga,24,2015-02-22,Away,RM,Elche CF,0:2,CF,69,00:02,Header,Isco
413,14_15,LaLiga,25,2015-03-01,Home,RM,Villarreal CF,1:1,CF,52,01:00,Penalty,
414,14_15,UEFA Champions League,last 16,2015-03-10,Home,RM,FC Schalke 04,3:4,CF,25,01:01,Header,Toni Kroos
415,14_15,UEFA Champions League,last 16,2015-03-10,Home,RM,FC Schalke 04,3:4,CF,45,02:02,Header,Fábio Coentrão
416,14_15,LaLiga,28,2015-03-22,Away,RM,FC Barcelona,2:1,LW,31,01:01,Right-footed shot,Karim Benzema
417,14_15,LaLiga,29,2015-04-05,Home,RM,Granada CF,9:1,CF,30,02:00,Right-footed shot,James Rodriguez
418,14_15,LaLiga,29,2015-04-05,Home,RM,Granada CF,9:1,CF,36,03:00,Right-footed shot,
419,14_15,LaLiga,29,2015-04-05,Home,RM,Granada CF,9:1,CF,38,04:00,Long distance kick,Gareth Bale
420,14_15,LaLiga,29,2015-04-05,Home,RM,Granada CF,9:1,CF,54,06:00,Header,Gareth Bale
421,14_15,LaLiga,29,2015-04-05,Home,RM,Granada CF,9:1,CF,90,09:01,Header,Luka Modric
422,14_15,LaLiga,30,2015-04-08,Away,RM,Rayo Vallecano,0:2,LW,68,00:01,Header,Daniel Carvajal
423,14_15,LaLiga,31,2015-04-11,Home,RM,SD Eibar,3:0,LW,21,01:00,Direct free kick,
424,14_15,LaLiga,32,2015-04-18,Home,RM,Malaga CF,3:1,CF,90+2,03:01,Left-footed shot,Chicharito
425,14_15,LaLiga,35,2015-05-02,Away,RM,Sevilla FC,2:3,CF,36,00:01,Header,Isco
426,14_15,LaLiga,35,2015-05-02,Away,RM,Sevilla FC,2:3,CF,37,00:02,Right-footed shot,Chicharito
427,14_15,LaLiga,35,2015-05-02,Away,RM,Sevilla FC,2:3,CF,69,01:03,Header,Gareth Bale
428,14_15,UEFA Champions League,Semi-Finals,2015-05-05,Away,RM,Juventus FC,2:1,CF,27,01:01,Header,James Rodriguez
429,14_15,UEFA Champions League,Semi-Finals,2015-05-13,Home,RM,Juventus FC,1:1,LW,23,01:00,Penalty,
430,14_15,LaLiga,37,2015-05-17,Away,RM,RCD Espanyol Barcelona,1:4,LW,59,00:01,Left-footed shot,Karim Benzema
431,14_15,LaLiga,37,2015-05-17,Away,RM,RCD Espanyol Barcelona,1:4,LW,83,01:03,Right-footed shot,Chicharito
432,14_15,LaLiga,37,2015-05-17,Away,RM,RCD Espanyol Barcelona,1:4,LW,90+1,01:04,Header,James Rodriguez
433,14_15,LaLiga,38,2015-05-23,Home,RM,Getafe CF,7:3,LW,13,01:00,Header,Marcelo
434,14_15,LaLiga,38,2015-05-23,Home,RM,Getafe CF,7:3,LW,32,02:02,Direct free kick,
435,14_15,LaLiga,38,2015-05-23,Home,RM,Getafe CF,7:3,LW,34,03:02,Penalty,
436,15_16,LaLiga,3,2015-09-12,Away,RM,RCD Espanyol Barcelona,0:6,LW,7,00:01,Right-footed shot,Luka Modric
437,15_16,LaLiga,3,2015-09-12,Away,RM,RCD Espanyol Barcelona,0:6,LW,17,00:02,Penalty,
438,15_16,LaLiga,3,2015-09-12,Away,RM,RCD Espanyol Barcelona,0:6,LW,20,00:03,Left-footed shot,Gareth Bale
439,15_16,LaLiga,3,2015-09-12,Away,RM,RCD Espanyol Barcelona,0:6,LW,62,00:05,Right-footed shot,Gareth Bale
440,15_16,LaLiga,3,2015-09-12,Away,RM,RCD Espanyol Barcelona,0:6,LW,81,00:06,Right-footed shot,Lucas Vazquez
441,15_16,UEFA Champions League,Group Stage,2015-09-15,Home,RM,Shakhtar Donetsk,4:0,LW,56,02:00,Penalty,
442,15_16,UEFA Champions League,Group Stage,2015-09-15,Home,RM,Shakhtar Donetsk,4:0,LW,64,03:00,Penalty,
443,15_16,UEFA Champions League,Group Stage,2015-09-15,Home,RM,Shakhtar Donetsk,4:0,LW,82,04:00,Header,
444,15_16,UEFA Champions League,Group Stage,2015-09-30,Away,RM,Malmö FF,0:2,LW,29,00:01,Right-footed shot,Isco
445,15_16,UEFA Champions League,Group Stage,2015-09-30,Away,RM,Malmö FF,0:2,LW,90,00:02,Left-footed shot,Lucas Vazquez
446,15_16,LaLiga,8,2015-10-17,Home,RM,Levante UD,3:0,CF,30,02:00,Right-footed shot,Toni Kroos
447,15_16,LaLiga,9,2015-10-24,Away,RM,Celta de Vigo,1:3,CF,8,00:01,Right-footed shot,Lucas Vazquez
448,15_16,LaLiga,10,2015-10-31,Home,RM,UD Las Palmas,3:1,CF,14,02:00,Header,Marcelo
449,15_16,UEFA Champions League,Group Stage,2015-11-25,Away,RM,Shakhtar Donetsk,3:4,CF,18,00:01,Header,Gareth Bale
450,15_16,UEFA Champions League,Group Stage,2015-11-25,Away,RM,Shakhtar Donetsk,3:4,CF,70,00:04,Right-footed shot,Gareth Bale
451,15_16,LaLiga,13,2015-11-29,Away,RM,SD Eibar,0:2,CF,82,00:02,Penalty,
452,15_16,LaLiga,14,2015-12-05,Home,RM,Getafe CF,4:1,LW,38,04:00,Right-footed shot,Toni Kroos
453,15_16,UEFA Champions League,Group Stage,2015-12-08,Home,RM,Malmö FF,8:0,LW,39,03:00,Direct free kick,
454,15_16,UEFA Champions League,Group Stage,2015-12-08,Home,RM,Malmö FF,8:0,LW,47,04:00,Tap-in,
455,15_16,UEFA Champions League,Group Stage,2015-12-08,Home,RM,Malmö FF,8:0,LW,50,05:00,Right-footed shot,Danilo
456,15_16,UEFA Champions League,Group Stage,2015-12-08,Home,RM,Malmö FF,8:0,LW,59,06:00,Right-footed shot,Isco
457,15_16,LaLiga,16,2015-12-20,Home,RM,Rayo Vallecano,10:2,LW,30,03:02,Penalty,
458,15_16,LaLiga,16,2015-12-20,Home,RM,Rayo Vallecano,10:2,LW,54,06:02,Header,James Rodriguez
459,15_16,LaLiga,17,2015-12-30,Home,RM,Real Sociedad,3:1,LW,42,01:00,Penalty,
460,15_16,LaLiga,17,2015-12-30,Home,RM,Real Sociedad,3:1,LW,68,02:01,Left-footed shot,Marcelo
461,15_16,LaLiga,20,2016-01-17,Home,RM,Sporting de Gijón,5:1,LW,9,02:00,Left-footed shot,Karim Benzema
462,15_16,LaLiga,20,2016-01-17,Home,RM,Sporting de Gijón,5:1,LW,18,04:00,Left-footed shot,Daniel Carvajal
463,15_16,LaLiga,22,2016-01-31,Home,RM,RCD Espanyol Barcelona,6:0,LW,12,02:00,Penalty,
464,15_16,LaLiga,22,2016-01-31,Home,RM,RCD Espanyol Barcelona,6:0,LW,45,04:00,Left-footed shot,
465,15_16,LaLiga,22,2016-01-31,Home,RM,RCD Espanyol Barcelona,6:0,LW,82,05:00,Header,Jese
466,15_16,LaLiga,24,2016-02-13,Home,RM,Athletic Bilbao,4:2,LW,3,01:00,Right-footed shot,Karim Benzema
