,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist
23,05_06,Premier League,20,2005-12-31,Home,Man.United,Bolton Wanderers,4:1,RW,68,03:01,Right-footed shot,Wayne Rooney
24,05_06,Premier League,20,2005-12-31,Home,Man.United,Bolton Wanderers,4:1,RW,90,04:01,Left-footed shot,Ruud van Nistelrooy
25,05_06,Premier League,25,2006-02-04,Home,Man.United,Fulham FC,4:2,RW,14,02:00,Direct free kick,
26,05_06,Premier League,25,2006-02-04,Home,Man.United,Fulham FC,4:2,RW,87,04:02,Right-footed shot,
27,05_06,Premier League,26,2006-02-11,Away,Man.United,Portsmouth FC,1:3,RW,38,00:02,Left-footed shot,
28,05_06,Premier League,26,2006-02-11,Away,Man.United,Portsmouth FC,1:3,RW,45,00:03,Right-footed shot,Wayne Rooney
29,05_06,EFL Cup,Final,2006-02-26,Home,Man.United,Wigan Athletic,4:0,RW,59,03:00,,Louis Saha
30,05_06,Premier League,28,2006-03-06,Away,Man.United,Wigan Athletic,1:2,RW,74,01:01,Right-footed shot,Ruud van Nistelrooy
31,05_06,Premier League,38,2006-05-07,Home,Man.United,Charlton Athletic,4:0,RW,23,02:00,Left-footed shot,Ryan Giggs
32,06_07,Premier League,1,2006-08-20,Home,Man.United,Fulham FC,5:1,RW,19,04:00,,Wayne Rooney
33,06_07,Premier League,6,2006-09-23,Away,Man.United,Reading FC,1:1,CF,73,01:01,,John OShea
34,06_07,Premier League,10,2006-10-28,Away,Man.United,Bolton Wanderers,0:4,RW,82,00:03,,Louis Saha
35,06_07,Premier League,11,2006-11-04,Home,Man.United,Portsmouth FC,3:0,RW,10,02:00,Direct free kick,
36,06_07,Premier League,15,2006-11-29,Home,Man.United,Everton FC,3:0,RW,39,01:00,,
37,06_07,Premier League,17,2006-12-09,Home,Man.United,Manchester City,3:1,RW,84,03:01,,
38,06_07,Premier League,19,2006-12-23,Away,Man.United,Aston Villa,0:3,RW,58,00:01,,
39,06_07,Premier League,19,2006-12-23,Away,Man.United,Aston Villa,0:3,RW,85,00:03,,Gary Neville
40,06_07,Premier League,20,2006-12-26,Home,Man.United,Wigan Athletic,3:1,RW,47,01:00,,Paul Scholes
41,06_07,Premier League,20,2006-12-26,Home,Man.United,Wigan Athletic,3:1,RW,50,02:00,Penalty rebound,Ji-sung Park
42,06_07,Premier League,21,2006-12-30,Home,Man.United,Reading FC,3:2,RW,58,02:01,,Ole Gunnar Solskjaer
43,06_07,Premier League,21,2006-12-30,Home,Man.United,Reading FC,3:2,RW,77,03:01,,Ryan Giggs
44,06_07,Premier League,23,2007-01-13,Home,Man.United,Aston Villa,3:1,RW,34,03:00,Header,Michael Carrick
45,06_07,Premier League,25,2007-01-31,Home,Man.United,Watford FC,4:0,RW,12,01:00,Penalty,
46,06_07,Premier League,26,2007-02-03,Away,Man.United,Tottenham Hotspur,0:4,RW,45,00:01,Penalty,
47,06_07,Premier League,28,2007-02-24,Away,Man.United,Fulham FC,1:2,RW,88,01:02,Solo run,
48,06_07,FA Cup,Sixth Round,2007-03-10,Away,Man.United,Middlesbrough FC,2:2,RW,68,02:02,Penalty,
49,06_07,FA Cup,6th round,2007-03-19,Home,Man.United,Middlesbrough FC,1:0,RW,76,01:00,Penalty,
50,06_07,UEFA Champions League,Quarter-Finals,2007-04-10,Home,Man.United,AS Roma,7:1,RW,44,04:00,Right-footed shot,Ryan Giggs
51,06_07,UEFA Champions League,Quarter-Finals,2007-04-10,Home,Man.United,AS Roma,7:1,RW,49,05:00,Right-footed shot,Ryan Giggs
52,06_07,FA Cup,Semi-Finals,2007-04-14,Away,Man.United,Watford FC,1:4,RW,28,01:02,Right-footed shot,Wayne Rooney
53,06_07,UEFA Champions League,Semi-Finals,2007-04-24,Home,Man.United,AC Milan,3:2,RW,5,01:00,Header,Ryan Giggs
54,06_07,Premier League,37,2007-05-05,Away,Man.United,Manchester City,0:1,RW,34,00:01,Penalty,
55,07_08,UEFA Champions League,Group Stage,2007-09-19,Away,Man.United,Sporting CP,0:1,RW,62,00:01,Header,Wes Brown
56,07_08,Premier League,8,2007-09-29,Away,Man.United,Birmingham City,0:1,RW,51,00:01,,
57,07_08,Premier League,9,2007-10-06,Home,Man.United,Wigan Athletic,4:0,RW,59,02:00,Header,Ryan Giggs
58,07_08,Premier League,9,2007-10-06,Home,Man.United,Wigan Athletic,4:0,RW,76,03:00,Right-footed shot,Wayne Rooney
59,07_08,UEFA Champions League,Group Stage,2007-10-23,Away,Man.United,Dynamo Kyiv,2:4,RW,41,01:03,Penalty,
60,07_08,UEFA Champions League,Group Stage,2007-10-23,Away,Man.United,Dynamo Kyiv,2:4,RW,68,01:04,Header,Ryan Giggs
61,07_08,Premier League,12,2007-11-03,Away,Man.United,Arsenal FC,2:2,RW,82,01:02,,Patrice Evra
62,07_08,UEFA Champions League,Group Stage,2007-11-07,Home,Man.United,Dynamo Kyiv,4:0,RW,88,04:00,Right-footed shot,Patrice Evra
63,07_08,Premier League,13,2007-11-11,Home,Man.United,Blackburn Rovers,2:0,RW,34,01:00,Header,Ryan Giggs
64,07_08,Premier League,13,2007-11-11,Home,Man.United,Blackburn Rovers,2:0,RW,35,02:00,Right-footed shot,Carlos Tevez
65,07_08,UEFA Champions League,Group Stage,2007-11-27,Home,Man.United,Sporting CP,2:1,RW,90+3,02:01,Direct free kick,
66,07_08,Premier League,15,2007-12-03,Home,Man.United,Fulham FC,2:0,RW,10,01:00,Right-footed shot,Nemanja Vidić
67,07_08,Premier League,15,2007-12-03,Home,Man.United,Fulham FC,2:0,RW,58,02:00,Header,John OShea
68,07_08,Premier League,16,2007-12-08,Home,Man.United,Derby County,4:1,RW,90,04:01,Penalty,
69,07_08,Premier League,18,2007-12-23,Home,Man.United,Everton FC,2:1,RW,22,01:00,Left-footed shot,Carlos Tevez
70,07_08,Premier League,18,2007-12-23,Home,Man.United,Everton FC,2:1,RW,87,02:01,Penalty,
71,07_08,Premier League,19,2007-12-26,Away,Man.United,Sunderland AFC,0:4,RW,45,00:03,Direct free kick,
72,07_08,Premier League,20,2007-12-29,Away,Man.United,West Ham United,2:1,RW,14,00:01,Header,Ryan Giggs
73,07_08,FA Cup,Third Round,2008-01-05,Away,Man.United,Aston Villa,0:2,RW,81,00:01,Left-footed shot,Ryan Giggs
74,07_08,Premier League,22,2008-01-12,Home,Man.United,Newcastle United,6:0,RW,48,01:00,Direct free kick,
75,07_08,Premier League,22,2008-01-12,Home,Man.United,Newcastle United,6:0,RW,70,03:00,Right-footed shot,Carlos Tevez
76,07_08,Premier League,22,2008-01-12,Home,Man.United,Newcastle United,6:0,RW,88,05:00,Left-footed shot,
77,07_08,Premier League,23,2008-01-19,Away,Man.United,Reading FC,0:2,RW,90+2,00:02,Right-footed shot,
78,07_08,FA Cup,Fourth Round,2008-01-27,Home,Man.United,Tottenham Hotspur,3:1,RW,69,02:01,Penalty,
79,07_08,FA Cup,Fourth Round,2008-01-27,Home,Man.United,Tottenham Hotspur,3:1,RW,88,03:01,Right-footed shot,Ryan Giggs
80,07_08,Premier League,24,2008-01-30,Home,Man.United,Portsmouth FC,2:0,RW,10,01:00,Right-footed shot,Nani
81,07_08,Premier League,24,2008-01-30,Home,Man.United,Portsmouth FC,2:0,RW,12,02:00,Direct free kick,
82,07_08,Premier League,27,2008-02-23,Away,Man.United,Newcastle United,1:5,RW,45,00:02,Right-footed shot,Michael Carrick
83,07_08,Premier League,27,2008-02-23,Away,Man.United,Newcastle United,1:5,RW,56,00:03,Right-footed shot,
84,07_08,UEFA Champions League,last 16,2008-03-04,Home,Man.United,Olympique Lyon,1:0,RW,41,01:00,Left-footed shot,
85,07_08,Premier League,29,2008-03-15,Away,Man.United,Derby County,0:1,RW,76,00:01,Right-footed shot,Wayne Rooney
86,07_08,Premier League,30,2008-03-19,Home,Man.United,Bolton Wanderers,2:0,RW,8,01:00,Right-footed shot,
87,07_08,Premier League,30,2008-03-19,Home,Man.United,Bolton Wanderers,2:0,RW,19,02:00,Direct free kick,
88,07_08,Premier League,31,2008-03-23,Home,Man.United,Liverpool FC,3:0,RW,79,02:00,Header,Nani
89,07_08,Premier League,32,2008-03-29,Home,Man.United,Aston Villa,4:0,RW,16,01:00,Right-footed shot,
90,07_08,UEFA Champions League,Quarter-Finals,2008-04-01,Away,Man.United,AS Roma,0:2,RW,39,00:01,Header,Paul Scholes
91,07_08,Premier League,33,2008-04-06,Away,Man.United,Middlesbrough FC,2:2,RW,9,00:01,Left-footed shot,Michael Carrick
92,07_08,Premier League,34,2008-04-13,Home,Man.United,Arsenal FC,2:1,RW,53,01:01,Penalty,
93,07_08,Premier League,37,2008-05-03,Home,Man.United,West Ham United,4:1,RW,3,01:00,Right-footed shot,Edwin van der Sar
94,07_08,Premier League,37,2008-05-03,Home,Man.United,West Ham United,4:1,RW,24,02:00,Right-footed shot,Owen Hargreaves
95,07_08,Premier League,38,2008-05-11,Away,Man.United,Wigan Athletic,0:2,RW,32,00:01,Penalty,
96,07_08,UEFA Champions League,Final,2008-05-21,Home,Man.United,Chelsea FC,6:5 on pens,LW,26,01:00,Header,Wes Brown
97,08_09,EFL Cup,Third Round,2008-09-23,Home,Man.United,Middlesbrough FC,3:1,RW,25,01:00,Header,Ryan Giggs
98,08_09,Premier League,6,2008-09-27,Home,Man.United,Bolton Wanderers,2:0,RW,59,01:00,Penalty,
99,08_09,Premier League,8,2008-10-18,Home,Man.United,West Bromwich Albion,4:0,RW,69,02:00,Left-footed shot,Wayne Rooney
100,08_09,Premier League,10,2008-10-29,Home,Man.United,West Ham United,2:0,RW,14,01:00,Left-footed shot,Nani
101,08_09,Premier League,10,2008-10-29,Home,Man.United,West Ham United,2:0,RW,30,02:00,Right-footed shot,Dimitar Berbatov
102,08_09,Premier League,11,2008-11-01,Home,Man.United,Hull City,4:3,RW,3,01:00,Left-footed shot,Dimitar Berbatov
103,08_09,Premier League,11,2008-11-01,Home,Man.United,Hull City,4:3,RW,43,03:01,Header,Nani
104,08_09,Premier League,13,2008-11-15,Home,Man.United,Stoke City,5:0,RW,3,01:00,Direct free kick,
105,08_09,Premier League,13,2008-11-15,Home,Man.United,Stoke City,5:0,RW,88,05:00,Direct free kick,
106,08_09,FIFA Club World Cup,Semi-Finals,2008-12-18,Away,Man.United,Gamba Osaka,3:5,LW,45+1,00:02,Header,Ryan Giggs
107,08_09,EFL Cup,Semi-Finals,2009-01-20,Home,Man.United,Derby County,4:2,RW,89,04:01,Penalty,
108,08_09,Premier League,23,2009-01-27,Away,Man.United,West Bromwich Albion,0:5,LW,65,00:04,Right-footed shot,Ryan Giggs
109,08_09,Premier League,23,2009-01-27,Away,Man.United,West Bromwich Albion,0:5,LW,73,00:05,Right-footed shot,Dimitar Berbatov
110,08_09,Premier League,24,2009-01-31,Home,Man.United,Everton FC,1:0,LW,43,01:00,Penalty,
111,08_09,FA Cup,Fifth Round,2009-02-15,Away,Man.United,Derby County,1:4,CF,68,01:03,Header,Ryan Giggs
112,08_09,Premier League,26,2009-02-21,Home,Man.United,Blackburn Rovers,2:1,RW,60,02:01,Direct free kick,
113,08_09,UEFA Champions League,last 16,2009-03-11,Home,Man.United,FC Internazionale,2:0,RW,49,02:00,Header,Wayne Rooney
114,08_09,Premier League,29,2009-03-14,Home,Man.United,Liverpool FC,1:4,RW,22,01:00,Penalty,
115,08_09,Premier League,31,2009-04-05,Home,Man.United,Aston Villa,3:2,RW,11,01:00,Direct free kick,
116,08_09,Premier League,31,2009-04-05,Home,Man.United,Aston Villa,3:2,RW,80,02:02,Left-footed shot,Michael Carrick
117,08_09,UEFA Champions League,Quarter-Finals,2009-04-15,Away,Man.United,FC Porto,0:1,RW,6,00:01,Long distance kick,Anderson
118,08_09,Premier League,34,2009-04-25,Home,Man.United,Tottenham Hotspur,5:2,RW,57,01:02,Penalty,
119,08_09,Premier League,34,2009-04-25,Home,Man.United,Tottenham Hotspur,5:2,RW,68,03:02,Header,Wayne Rooney
120,08_09,UEFA Champions League,Semi-Finals,2009-05-05,Away,Man.United,Arsenal FC,1:3,CF,11,00:02,Direct free kick,
121,08_09,UEFA Champions League,Semi-Finals,2009-05-05,Away,Man.United,Arsenal FC,1:3,CF,61,00:03,Right-footed shot,Wayne Rooney
122,08_09,Premier League,36,2009-05-10,Home,Man.United,Manchester City,2:0,RW,17,01:00,Direct free kick,
123,09_10,LaLiga,1,2009-08-29,Home,RM,Deportivo de La Coruña,3:2,RW,35,02:01,Penalty,
124,09_10,LaLiga,2,2009-09-12,Away,RM,RCD Espanyol Barcelona,0:3,CF,90,00:03,Right-footed shot,Guti
125,09_10,UEFA Champions League,Group Stage,2009-09-15,Away,RM,FC Zürich,2:5,CF,27,00:01,Direct free kick,
126,09_10,UEFA Champions League,Group Stage,2009-09-15,Away,RM,FC Zürich,2:5,CF,89,02:04,Direct free kick,
127,09_10,LaLiga,3,2009-09-20,Home,RM,Xerez CD,5:0,RW,1,01:00,Right-footed shot,
128,09_10,LaLiga,3,2009-09-20,Home,RM,Xerez CD,5:0,RW,75,02:00,Header,Esteban Granero
129,09_10,LaLiga,4,2009-09-23,Away,RM,Villarreal CF,0:2,CF,2,00:01,Right-footed shot,
130,09_10,UEFA Champions League,Group Stage,2009-09-30,Home,RM,Olympique Marseille,3:0,CF,58,01:00,Left-footed shot,Pepe
131,09_10,UEFA Champions League,Group Stage,2009-09-30,Home,RM,Olympique Marseille,3:0,CF,64,03:00,Right-footed shot,Karim Benzema
132,09_10,LaLiga,13,2009-12-05,Home,RM,UD Almeria,4:2,CF,84,04:02,Right-footed shot,Gonzalo Higuain
133,09_10,UEFA Champions League,Group Stage,2009-12-08,Away,RM,Olympique Marseille,1:3,CF,5,00:01,Direct free kick,
134,09_10,UEFA Champions League,Group Stage,2009-12-08,Away,RM,Olympique Marseille,1:3,CF,80,01:03,Right-footed shot,Lassana Diarra
135,09_10,LaLiga,15,2009-12-19,Home,RM,Real Zaragoza,6:0,CF,50,05:00,Left-footed shot,Ezequiel Garay
136,09_10,LaLiga,19,2010-01-24,Home,RM,Malaga CF,2:0,RW,35,01:00,Right-footed shot,Kaka
137,09_10,LaLiga,19,2010-01-24,Home,RM,Malaga CF,2:0,RW,39,02:00,Right-footed shot,Guti
138,09_10,LaLiga,22,2010-02-13,Away,RM,Xerez CD,0:3,CF,69,00:02,Header,Kaka
139,09_10,LaLiga,22,2010-02-13,Away,RM,Xerez CD,0:3,CF,71,00:03,Left-footed shot,Kaka
140,09_10,LaLiga,23,2010-02-21,Home,RM,Villarreal CF,6:2,CF,18,01:00,Direct free kick,
141,09_10,LaLiga,24,2010-02-27,Away,RM,CD Tenerife,1:5,CF,78,01:04,Penalty,
142,09_10,LaLiga,25,2010-03-06,Home,RM,Sevilla FC,3:2,CF,59,01:02,Left-footed shot,
143,09_10,UEFA Champions League,last 16,2010-03-10,Home,RM,Olympique Lyon,1:1,LW,6,01:00,Left-footed shot,Guti
144,09_10,LaLiga,26,2010-03-14,Away,RM,Real Valladolid CF,1:4,CF,29,00:01,Direct free kick,
145,09_10,LaLiga,28,2010-03-25,Away,RM,Getafe CF,2:4,CF,13,00:01,Direct free kick,
146,09_10,LaLiga,28,2010-03-25,Away,RM,Getafe CF,2:4,CF,36,00:04,Right-footed shot,
147,09_10,LaLiga,30,2010-04-04,Away,RM,Racing Santander,0:2,CF,23,00:01,Penalty,
148,09_10,LaLiga,32,2010-04-15,Away,RM,UD Almeria,1:2,CF,26,01:01,Left-footed shot,
149,09_10,LaLiga,33,2010-04-18,Home,RM,Valencia CF,2:0,CF,77,02:00,Right-footed shot,Marcelo
150,09_10,LaLiga,35,2010-05-02,Home,RM,CA Osasuna,3:2,CF,25,01:01,Right-footed shot,
151,09_10,LaLiga,35,2010-05-02,Home,RM,CA Osasuna,3:2,CF,89,03:02,Header,Gonzalo Higuain
152,09_10,LaLiga,36,2010-05-05,Away,RM,RCD Mallorca,1:4,CF,26,01:01,Right-footed shot,Sergio Ramos
153,09_10,LaLiga,36,2010-05-05,Away,RM,RCD Mallorca,1:4,CF,56,01:02,Right-footed shot,Sergio Ramos
154,09_10,LaLiga,36,2010-05-05,Away,RM,RCD Mallorca,1:4,CF,71,01:03,Right-footed shot,
155,09_10,LaLiga,37,2010-05-08,Home,RM,Athletic Bilbao,5:1,CF,21,01:00,Penalty,
156,10_11,LaLiga,4,2010-09-21,Home,RM,RCD Espanyol Barcelona,3:0,LW,28,01:00,Penalty,
157,10_11,LaLiga,6,2010-10-03,Home,RM,Deportivo de La Coruña,6:1,LW,4,01:00,Header,Mesut Ozil
158,10_11,LaLiga,6,2010-10-03,Home,RM,Deportivo de La Coruña,6:1,LW,89,06:01,Left-footed shot,Xabi Alonso
159,10_11,LaLiga,7,2010-10-16,Away,RM,Malaga CF,1:4,LW,45,00:02,Right-footed shot,Mesut Ozil
160,10_11,LaLiga,7,2010-10-16,Away,RM,Malaga CF,1:4,LW,50,00:03,Penalty,
161,10_11,UEFA Champions League,Group Stage,2010-10-19,Home,RM,AC Milan,2:0,LW,13,01:00,Direct free kick,
162,10_11,LaLiga,8,2010-10-23,Home,RM,Racing Santander,6:1,LW,15,02:00,Right-footed shot,Gonzalo Higuain
163,10_11,LaLiga,8,2010-10-23,Home,RM,Racing Santander,6:1,LW,26,03:00,Left-footed shot,Mesut Ozil
164,10_11,LaLiga,8,2010-10-23,Home,RM,Racing Santander,6:1,LW,47,04:00,Right-footed shot,Angel Di Maria
165,10_11,LaLiga,8,2010-10-23,Home,RM,Racing Santander,6:1,LW,55,05:00,Penalty,
166,10_11,LaLiga,9,2010-10-30,Away,RM,Hercules CF,1:3,LW,82,01:02,Right-footed shot,Karim Benzema
167,10_11,LaLiga,9,2010-10-30,Away,RM,Hercules CF,1:3,LW,86,01:03,Right-footed shot,Karim Benzema
168,10_11,Copa del Rey,4th round,2010-11-10,Home,RM,Real Murcia CF,5:1,LW,76,03:00,Left-footed shot,Angel Di Maria
169,10_11,LaLiga,12,2010-11-20,Home,RM,Athletic Bilbao,5:1,LW,30,02:00,Left-footed shot,Mesut Ozil
170,10_11,LaLiga,12,2010-11-20,Home,RM,Athletic Bilbao,5:1,LW,62,04:01,Direct free kick,
171,10_11,LaLiga,12,2010-11-20,Home,RM,Athletic Bilbao,5:1,LW,90+1,05:01,Penalty,
172,10_11,UEFA Champions League,Group Stage,2010-11-23,Away,RM,Ajax Amsterdam,0:4,LW,70,00:03,Left-footed shot,Angel Di Maria
173,10_11,UEFA Champions League,Group Stage,2010-11-23,Away,RM,Ajax Amsterdam,0:4,LW,81,00:04,Penalty,
174,10_11,LaLiga,14,2010-12-04,Home,RM,Valencia CF,2:0,LW,72,01:00,Left-footed shot,Mesut Ozil
175,10_11,LaLiga,14,2010-12-04,Home,RM,Valencia CF,2:0,LW,86,02:00,Right-footed shot,
176,10_11,UEFA Champions League,Group Stage,2010-12-08,Home,RM,AJ Auxerre,4:0,LW,49,02:00,Right-footed shot,Marcelo
177,10_11,LaLiga,15,2010-12-12,Away,RM,Real Zaragoza,1:3,LW,43,00:02,Direct free kick,
178,10_11,Copa del Rey,last 16,2010-12-22,Home,RM,Levante UD,8:0,LW,44,04:00,Right-footed shot,Karim Benzema
179,10_11,Copa del Rey,last 16,2010-12-22,Home,RM,Levante UD,8:0,LW,71,06:00,Right-footed shot,Angel Di Maria
180,10_11,Copa del Rey,last 16,2010-12-22,Home,RM,Levante UD,8:0,LW,73,07:00,Right-footed shot,Karim Benzema
181,10_11,LaLiga,17,2011-01-03,Away,RM,Getafe CF,2:3,LW,11,00:01,Penalty,
182,10_11,LaLiga,17,2011-01-03,Away,RM,Getafe CF,2:3,LW,57,01:03,Right-footed shot,Karim Benzema
183,10_11,LaLiga,18,2011-01-09,Home,RM,Villarreal CF,4:2,LW,10,01:01,Right-footed shot,Mesut Ozil
184,10_11,LaLiga,18,2011-01-09,Home,RM,Villarreal CF,4:2,LW,45,02:02,Header,Xabi Alonso
185,10_11,LaLiga,18,2011-01-09,Home,RM,Villarreal CF,4:2,LW,79,03:02,Left-footed shot,Kaka
186,10_11,Copa del Rey,Quarter-Finals,2011-01-13,Home,RM,Atletico de Madrid,3:1,LW,60,02:01,Right-footed shot,Mesut Ozil
187,10_11,Copa del Rey,Quarter-Finals,2011-01-20,Away,RM,Atletico de Madrid,0:1,CF,22,00:01,Right-footed shot,Sergio Ramos
188,10_11,LaLiga,22,2011-02-06,Home,RM,Real Sociedad,4:1,LW,20,02:00,Left-footed shot,Kaka
189,10_11,LaLiga,22,2011-02-06,Home,RM,Real Sociedad,4:1,LW,42,03:00,Header,Mesut Ozil
190,10_11,LaLiga,26,2011-03-03,Home,RM,Malaga CF,7:0,LW,50,04:00,Left-footed shot,Mesut Ozil
191,10_11,LaLiga,26,2011-03-03,Home,RM,Malaga CF,7:0,LW,67,06:00,Penalty,
192,10_11,LaLiga,26,2011-03-03,Home,RM,Malaga CF,7:0,LW,76,07:00,Right-footed shot,Sergio Canales
193,10_11,UEFA Champions League,Quarter-Finals,2011-04-05,Home,RM,Tottenham Hotspur,4:0,LW,87,04:00,Right-footed shot,Kaka
194,10_11,LaLiga,31,2011-04-09,Away,RM,Athletic Bilbao,0:3,CF,70,00:03,Right-footed shot,Esteban Granero
195,10_11,UEFA Champions League,Quarter-Finals,2011-04-13,Away,RM,Tottenham Hotspur,0:1,RW,50,00:01,Right-footed shot,Sami Khedira
196,10_11,LaLiga,32,2011-04-16,Home,RM,FC Barcelona,1:1,LW,82,01:01,Penalty,
197,10_11,Copa del Rey,Final,2011-04-20,Away,RM,FC Barcelona,0:1 AET,CF,103,00:01,Header,Angel Di Maria
198,10_11,LaLiga,35,2011-05-07,Away,RM,Sevilla FC,2:6,LW,30,00:02,Right-footed shot,Pepe
199,10_11,LaLiga,35,2011-05-07,Away,RM,Sevilla FC,2:6,LW,64,01:04,Right-footed shot,
200,10_11,LaLiga,35,2011-05-07,Away,RM,Sevilla FC,2:6,LW,70,01:05,Right-footed shot,Mesut Ozil
201,10_11,LaLiga,35,2011-05-07,Away,RM,Sevilla FC,2:6,LW,76,01:06,Right-footed shot,Karim Benzema
202,10_11,LaLiga,36,2011-05-10,Home,RM,Getafe CF,4:0,LW,23,01:00,Header,Mesut Ozil
203,10_11,LaLiga,36,2011-05-10,Home,RM,Getafe CF,4:0,LW,57,02:00,Left-footed shot,Mesut Ozil
204,10_11,LaLiga,36,2011-05-10,Home,RM,Getafe CF,4:0,LW,90+1,04:00,Penalty,
205,10_11,LaLiga,37,2011-05-15,Away,RM,Villarreal CF,1:3,CF,22,00:02,Direct free kick,
206,10_11,LaLiga,37,2011-05-15,Away,RM,Villarreal CF,1:3,CF,90,01:03,Direct free kick,
207,10_11,LaLiga,38,2011-05-21,Home,RM,UD Almeria,8:1,LW,4,01:00,Right-footed shot,Sergio Ramos
208,10_11,LaLiga,38,2011-05-21,Home,RM,UD Almeria,8:1,LW,76,07:01,Right-footed shot,Sergio Ramos
209,11_12,Supercopa,final,2011-08-17,Away,RM,FC Barcelona,3:2,LW,20,01:01,Right-footed shot,Karim Benzema
210,11_12,LaLiga,2,2011-08-28,Away,RM,Real Zaragoza,0:6,LW,23,00:01,Left-footed shot,Mesut Ozil
211,11_12,LaLiga,2,2011-08-28,Away,RM,Real Zaragoza,0:6,LW,70,00:04,Right-footed shot,Angel Di Maria
212,11_12,LaLiga,2,2011-08-28,Away,RM,Real Zaragoza,0:6,LW,86,00:06,Right-footed shot,Kaka
213,11_12,LaLiga,3,2011-09-10,Home,RM,Getafe CF,4:2,LW,59,02:01,Penalty,
214,11_12,LaLiga,6,2011-09-24,Home,RM,Rayo Vallecano,6:2,LW,39,01:01,Left-footed shot,Kaka
215,11_12,LaLiga,6,2011-09-24,Home,RM,Rayo Vallecano,6:2,LW,51,03:01,Penalty,
216,11_12,LaLiga,6,2011-09-24,Home,RM,Rayo Vallecano,6:2,LW,84,06:02,Penalty,
217,11_12,UEFA Champions League,Group Stage,2011-09-27,Home,RM,Ajax Amsterdam,3:0,LW,25,01:00,Right-footed shot,Karim Benzema
218,11_12,LaLiga,9,2011-10-22,Away,RM,Malaga CF,0:4,LW,24,00:02,Left-footed shot,Angel Di Maria
219,11_12,LaLiga,9,2011-10-22,Away,RM,Malaga CF,0:4,LW,28,00:03,Right-footed shot,Xabi Alonso
220,11_12,LaLiga,9,2011-10-22,Away,RM,Malaga CF,0:4,LW,38,00:04,Right-footed shot,Sergio Ramos
221,11_12,UEFA Champions League,Group Stage,2011-11-02,Away,RM,Olympique Lyon,0:2,LW,25,00:01,Direct free kick,
222,11_12,UEFA Champions League,Group Stage,2011-11-02,Away,RM,Olympique Lyon,0:2,LW,69,00:02,Penalty,
223,11_12,LaLiga,12,2011-11-06,Home,RM,CA Osasuna,7:1,LW,23,01:00,Header,Angel Di Maria
224,11_12,LaLiga,12,2011-11-06,Home,RM,CA Osasuna,7:1,LW,55,04:01,Penalty,
225,11_12,LaLiga,12,2011-11-06,Home,RM,CA Osasuna,7:1,LW,58,05:01,Header,alvaro Arbeloa
226,11_12,LaLiga,13,2011-11-19,Away,RM,Valencia CF,2:3,LW,79,01:03,Right-footed shot,Pepe
227,11_12,LaLiga,14,2011-11-26,Home,RM,Atletico de Madrid,4:1,LW,24,01:01,Penalty,
228,11_12,LaLiga,14,2011-11-26,Home,RM,Atletico de Madrid,4:1,LW,82,04:01,Penalty,
229,11_12,LaLiga,15,2011-12-03,Away,RM,Sporting de Gijón,0:3,LW,65,00:02,Right-footed shot,Angel Di Maria
230,11_12,Copa del Rey,4th round,2011-12-13,Away,RM,SD Ponferradina,0:2,LW,74,00:02,Left-footed shot,Gonzalo Higuain
231,11_12,LaLiga,17,2011-12-17,Away,RM,Sevilla FC,2:6,LW,10,00:01,Right-footed shot,Angel Di Maria
232,11_12,LaLiga,17,2011-12-17,Away,RM,Sevilla FC,2:6,LW,41,00:03,Right-footed shot,Karim Benzema
233,11_12,LaLiga,17,2011-12-17,Away,RM,Sevilla FC,2:6,LW,86,01:05,Penalty,
234,11_12,LaLiga,18,2012-01-07,Home,RM,Granada CF,5:1,LW,89,05:01,Right-footed shot,
235,11_12,Copa del Rey,Quarter-Finals,2012-01-18,Home,RM,FC Barcelona,1:2,LW,11,01:00,Left-footed shot,Karim Benzema
236,11_12,LaLiga,1,2012-01-22,Home,RM,Athletic Bilbao,4:1,LW,46,02:01,Penalty,
237,11_12,LaLiga,1,2012-01-22,Home,RM,Athletic Bilbao,4:1,LW,67,03:01,Penalty,
238,11_12,Copa del Rey,Quarter-Finals,2012-01-25,Away,RM,FC Barcelona,2:2,LW,68,02:01,Right-footed shot,Mesut Ozil
239,11_12,LaLiga,21,2012-01-28,Home,RM,Real Zaragoza,3:1,LW,48,02:01,Right-footed shot,Mesut Ozil
240,11_12,LaLiga,23,2012-02-12,Home,RM,Levante UD,4:2,LW,45,01:01,Penalty,
241,11_12,LaLiga,23,2012-02-12,Home,RM,Levante UD,4:2,LW,50,02:01,Header,Gonzalo Higuain
242,11_12,LaLiga,23,2012-02-12,Home,RM,Levante UD,4:2,LW,57,03:01,Right-footed shot,Fábio Coentrão
243,11_12,LaLiga,24,2012-02-18,Home,RM,Racing Santander,4:0,LW,6,01:00,Header,Kaka
244,11_12,UEFA Champions League,last 16,2012-02-21,Away,RM,CSKA Moscow,1:1,LW,28,00:01,Left-footed shot,Fábio Coentrão
245,11_12,LaLiga,25,2012-02-26,Away,RM,Rayo Vallecano,0:1,LW,53,00:01,Right-footed shot,
246,11_12,LaLiga,26,2012-03-04,Home,RM,RCD Espanyol Barcelona,5:0,LW,23,01:00,Left-footed shot,Gonzalo Higuain
